Loss
0.5307813,0.25392395,0.21079224,0.1929771,0.18401901,0.15965623,0.14982007,0.17449102,0.14854963,0.14625436,0.14648697,0.15179619,0.15898992,0.14354,0.14855957,0.15194039,0.16952375,0.14854525
