Loss
0.18952323,0.12469017,0.12630953,0.13009003,0.1320764,0.12678117,0.13852458,0.12203947,0.11416237,0.12065951,0.11869128,0.12142014,0.11279274,0.10616166,0.10686292,0.1048894,0.11548309,0.10022537
