Loss
0.19569144,0.12877266,0.13214427,0.13535754,0.15129654,0.13785495,0.12463802,0.11642142,0.13043685,0.11617892,0.11322002,0.12520018,0.118994646,0.11140124,0.12024275,0.114056334,0.09962078,0.10585576
