Loss
0.15652351,0.11613636,0.08135916,0.09168958,0.0819929,0.07608787,0.094864324,0.102988444,0.08752609,0.0877596,0.09251869,0.09048616,0.086608216,0.09635312,0.08739622,0.09626249,0.09923784,0.11151303
