Loss
0.5317943,0.27233982,0.24381393,0.21707305,0.18425135,0.1996017,0.17482314,0.18577805,0.16882737,0.15020072,0.18621054,0.17638622,0.17444806,0.17496361,0.15107432,0.16715279,0.15823612,0.16651365
