Loss
0.19297287,0.1584199,0.15124448,0.1321748,0.13473254,0.12802297,0.11705101,0.1408144,0.10855596,0.11630839,0.11429535,0.11407089,0.12511271,0.10481355,0.12222506,0.117302425,0.11653047,0.13622582
