Loss
0.46584263,0.25283417,0.21376887,0.20240104,0.19526841,0.17977284,0.18313369,0.17078234,0.18723917,0.17861901,0.17404728,0.16423446,0.17820527,0.16642965,0.16682716,0.15304293,0.19026943,0.17176661
