Loss
0.5514944,0.28343675,0.2493899,0.21846613,0.197465,0.18678823,0.20008664,0.18450554,0.19710696,0.19331254,0.18410856,0.18664055,0.18101987,0.18482868,0.19240741,0.18643764,0.18545601,0.16949363
